scope,cpg,gene,in_type2_panel,type2_match
all_tissues,cg03411376,TRPM5,False,
all_tissues,cg03417182,SORBS1,False,
all_tissues,cg03428503,-,False,
all_tissues,cg03431738,ERG,False,
all_tissues,cg03440757,MOSC2,False,
all_tissues,cg03453890,SLC39A4,False,
all_tissues,cg03456938,HSF4;FBXL8,False,
all_tissues,cg03463208,-,False,
all_tissues,cg03469578,-,False,
all_tissues,cg03502236,MUC2,False,
all_tissues,cg03502791,-,False,
all_tissues,cg03505448,LOC255025,False,
all_tissues,cg03517466,RGS16,False,
all_tissues,cg03519157,DGKZ,False,
all_tissues,cg03519180,PDZD8,False,
all_tissues,cg03525433,CD96,False,
all_tissues,cg03526652,EXOC6B,False,
all_tissues,cg03533058,-,False,
all_tissues,cg03536404,ITSN2,False,
all_tissues,cg03546806,RBM19,False,
all_tissues,cg03547581,NUCKS1,False,
all_tissues,cg03550384,NECAB1,False,
all_tissues,cg03553914,BRSK2,False,
all_tissues,cg03554962,-,False,
all_tissues,cg03560879,C9orf24,False,
all_tissues,cg03564727,KCNA7,False,
all_tissues,cg03566479,TP53I3,False,
all_tissues,cg03567151,TEX101,False,
all_tissues,cg03567896,GRPEL1,False,
all_tissues,cg03578548,LOC286238,False,
all_tissues,cg03587907,NACC2,False,
all_tissues,cg03593669,-,False,
all_tissues,cg03595855,-,False,
all_tissues,cg03596479,CTSC,False,
all_tissues,cg03605420,FAM169A,False,
all_tissues,cg03606098,NADK,False,
all_tissues,cg03606509,CCDC50,False,
all_tissues,cg03608974,ZAK,False,
all_tissues,cg03611618,TNXB,False,
all_tissues,cg03630088,CPXM2,False,
all_tissues,cg03636234,RNF19A,False,
all_tissues,cg03637007,-,False,
all_tissues,cg03639929,-,False,
all_tissues,cg03654391,UBAC2,False,
all_tissues,cg03654623,AKAP8,False,
all_tissues,cg03660603,VGLL3,False,
all_tissues,cg03667317,FOXH1,False,
all_tissues,cg03671075,-,False,
all_tissues,cg03676947,-,False,
all_tissues,cg03690812,SH2B3,False,
all_tissues,cg03694157,GTF2IRD1,False,
all_tissues,cg03694279,-,False,
all_tissues,cg03702990,-,False,
all_tissues,cg03712541,SLC16A11,False,
all_tissues,cg03718025,-,False,
all_tissues,cg03720745,-,False,
all_tissues,cg03727333,SGMS1,False,
all_tissues,cg03730027,FLT4,False,
all_tissues,cg03733760,FGF19,False,
all_tissues,cg03766174,CMIP,False,
all_tissues,cg03767333,-,False,
all_tissues,cg03781505,-,False,
all_tissues,cg03806501,-,False,
all_tissues,cg03810301,GABBR1,False,
all_tissues,cg03819011,CDH4,False,
all_tissues,cg03832522,-,False,
all_tissues,cg03848074,-,False,
all_tissues,cg03854765,SLC23A2,False,
all_tissues,cg03863721,-,False,
all_tissues,cg03864128,CHMP4B,False,
all_tissues,cg03864483,UBE2E1,False,
all_tissues,cg03872623,AHSG,False,
all_tissues,cg03875819,-,False,
all_tissues,cg03880355,FAM169A,False,
all_tissues,cg03883331,ZNF238,False,
all_tissues,cg03890167,-,False,
all_tissues,cg03891590,C10orf140,False,
all_tissues,cg03892356,HOXC4;HOXC5;HOXC6,False,
all_tissues,cg03892838,LRRFIP1,False,
all_tissues,cg03894119,LOC642006,False,
all_tissues,cg03902462,LONRF1,False,
all_tissues,cg03904291,ABCG4,False,
all_tissues,cg03914735,ACPL2,False,
all_tissues,cg03915738,-,False,
all_tissues,cg03916189,-,False,
all_tissues,cg03916364,-,False,
all_tissues,cg03918071,FAM19A3,False,
all_tissues,cg03919942,MYLK,False,
all_tissues,cg03931518,FRAS1,False,
all_tissues,cg03956243,ATP5G2,False,
all_tissues,cg03960313,TNFRSF19,False,
all_tissues,cg03963011,ETS1,False,
all_tissues,cg03970350,TCN2,False,
all_tissues,cg03973663,LYN,False,
all_tissues,cg03983220,-,False,
all_tissues,cg04010248,C2orf85,False,
all_tissues,cg04017518,-,False,
all_tissues,cg04021697,WDR8,False,
all_tissues,cg04031105,-,False,
all_tissues,cg04031361,EDARADD,False,
all_tissues,cg04037640,TNXB,False,
all_tissues,cg04060366,-,False,
all_tissues,cg04064644,-,False,
all_tissues,cg04068564,ZNF831,False,
all_tissues,cg04068914,MTHFSD;FLJ30679,False,
all_tissues,cg04077085,SLC2A9,False,
all_tissues,cg04087039,PTPRN2,False,
all_tissues,cg04097131,JARID2,False,
all_tissues,cg04099767,ATP11A,False,
all_tissues,cg04100395,CLEC10A,False,
all_tissues,cg04114544,-,False,
all_tissues,cg04125370,LARP1,False,
all_tissues,cg04128237,-,False,
all_tissues,cg04131799,-,False,
all_tissues,cg04132353,CAPN14,False,
all_tissues,cg04135540,-,False,
all_tissues,cg04141129,BICD1,False,
all_tissues,cg04144533,RASSF5,False,
all_tissues,cg04148355,ERICH1,False,
all_tissues,cg04152196,PDE7B,False,
all_tissues,cg04152610,BRD4,False,
all_tissues,cg04153838,-,False,
all_tissues,cg04155147,-,False,
all_tissues,cg04162032,LOC646627,False,
all_tissues,cg04170298,AGBL1,False,
all_tissues,cg04172640,-,False,
all_tissues,cg04173396,-,False,
all_tissues,cg04176246,MSI2,False,
all_tissues,cg04176488,MGC23284,False,
all_tissues,cg04180086,IRX4,False,
all_tissues,cg04180114,ZC3H3,False,
all_tissues,cg04193015,ACACA,False,
all_tissues,cg04206417,EMID1,False,
all_tissues,cg04211179,ZBTB17,False,
all_tissues,cg04212081,-,False,
all_tissues,cg04212285,PTPRN2,False,
all_tissues,cg04215287,WWTR1,False,
all_tissues,cg04217850,SLC25A26,False,
all_tissues,cg04231085,-,False,
all_tissues,cg04232128,TMEM173,False,
all_tissues,cg04233686,-,False,
all_tissues,cg04237997,ESAM,False,
all_tissues,cg04244494,CCDC77,False,
all_tissues,cg04245961,MARK3,False,
all_tissues,cg04248512,-,False,
all_tissues,cg04250181,SLCO1B3,False,
all_tissues,cg04250873,-,False,
all_tissues,cg04255937,SETD1B,False,
all_tissues,cg04258124,CCDC19,False,
all_tissues,cg04260065,-,False,
all_tissues,cg04260867,ZBTB8A,False,
all_tissues,cg04264002,TNFAIP2,False,
all_tissues,cg04270048,TP53INP2,False,
all_tissues,cg04276301,OTX1,False,
all_tissues,cg04290133,GUSB,False,
all_tissues,cg04297406,LDB2,False,
all_tissues,cg04301614,C4orf19,False,
all_tissues,cg04304121,FAM179A,False,
all_tissues,cg04315923,-,False,
all_tissues,cg04321303,-,False,
all_tissues,cg04329390,PRR18,False,
all_tissues,cg04329478,LOC400696,False,
all_tissues,cg04334773,SMARCA4,False,
all_tissues,cg04338119,BANP,False,
all_tissues,cg04346459,NFYA;LOC221442,False,
all_tissues,cg04360675,-,False,
all_tissues,cg04362887,-,False,
all_tissues,cg04370174,SH3TC1,False,
all_tissues,cg04375036,PPP1CC,False,
all_tissues,cg04385523,C3orf23,False,
all_tissues,cg04391111,TP73;WDR8,False,
all_tissues,cg04395788,EXT1,False,
all_tissues,cg04396791,SHANK2,False,
all_tissues,cg04401763,-,False,
all_tissues,cg04406620,CYB5B,False,
all_tissues,cg04409030,SOCS2,False,
all_tissues,cg04410355,ADCK4,False,
all_tissues,cg04411086,-,False,
all_tissues,cg04415610,MIR548F5;DCLK1,False,
all_tissues,cg04423187,BRD4,False,
all_tissues,cg04424597,-,False,
all_tissues,cg04428139,DCAF5,False,
all_tissues,cg04431002,USP10,False,
all_tissues,cg04434994,C6orf222,False,
all_tissues,cg04442631,APOL4,False,
all_tissues,cg04459091,GFPT2,False,
all_tissues,cg04459545,USHBP1,False,
all_tissues,cg04468092,LGI2,False,
all_tissues,cg04478931,ARHGAP24,False,
all_tissues,cg04484126,-,False,
all_tissues,cg04493432,SH3TC1,False,
all_tissues,cg04497992,NHLRC4,False,
all_tissues,cg04504066,PAX6,False,
all_tissues,cg04504205,ZMYND8;LOC100131496,False,
all_tissues,cg04510874,FES,False,
all_tissues,cg04526104,-,False,
all_tissues,cg04535966,LPP,False,
all_tissues,cg04545296,ZNF641,False,
all_tissues,cg04546573,GULP1,False,
all_tissues,cg04552206,TLX1,False,
all_tissues,cg04557294,KIAA0247,False,
all_tissues,cg04557883,C6orf145,False,
all_tissues,cg04569594,SNX4,False,
all_tissues,cg04576707,MOBKL1A,False,
all_tissues,cg04578935,KIAA1614,False,
all_tissues,cg04581214,C19orf23,False,
all_tissues,cg04586023,HDAC10,False,
all_tissues,cg04587617,-,False,
all_tissues,cg04591709,-,False,
all_tissues,cg04597449,GPR150,False,
all_tissues,cg04599041,EPB41L2,False,
all_tissues,cg04600466,-,False,
all_tissues,cg04605681,SH3TC1,False,
all_tissues,cg04607379,PEX14,False,
all_tissues,cg04609694,-,False,
all_tissues,cg04613313,-,False,
all_tissues,cg04642923,-,False,
all_tissues,cg04653522,RAB38,False,
all_tissues,cg04657183,-,False,
all_tissues,cg04662983,PPM1E,False,
all_tissues,cg04664179,PRX,False,
all_tissues,cg04664309,-,False,
all_tissues,cg04671541,TAGLN3,False,
all_tissues,cg04671932,MAGI2,False,
all_tissues,cg04673465,CDS1,False,
all_tissues,cg04677410,MAML2,False,
all_tissues,cg04678231,NR4A1,False,
all_tissues,cg04681525,-,False,
all_tissues,cg04692506,SPI1,False,
all_tissues,cg04701505,POU4F3,False,
all_tissues,cg04704634,IL3,False,
all_tissues,cg04707332,TBX15,False,
all_tissues,cg04709306,IQGAP2,False,
all_tissues,cg04709771,RAB40C,False,
all_tissues,cg04730794,DOCK2,False,
all_tissues,cg04738464,-,False,
all_tissues,cg04739460,ZNF415,False,
all_tissues,cg04742985,DDX39,False,
all_tissues,cg04743650,VCAM1,False,
all_tissues,cg04744624,LAMB1,False,
all_tissues,cg04755561,PKMYT1,False,
all_tissues,cg04764056,CLC,False,
all_tissues,cg04768602,OSR2,False,
all_tissues,cg04774043,SFXN2,False,
all_tissues,cg04789365,MAP3K6,False,
all_tissues,cg04793632,PRKRIP1,False,
all_tissues,cg04803944,-,False,
all_tissues,cg04809787,CHRNB1,False,
all_tissues,cg04811540,-,False,
all_tissues,cg04813880,TMEM159;DNAH3,False,
all_tissues,cg04836151,-,False,
all_tissues,cg04840702,-,False,
all_tissues,cg04850059,-,False,
all_tissues,cg04851702,CMIP,False,
all_tissues,cg04855494,SRGAP3,False,
all_tissues,cg04858164,TCF12,False,
all_tissues,cg04860238,-,False,
all_tissues,cg04870918,FAM129A,False,
all_tissues,cg04875789,PODXL,False,
all_tissues,cg04877737,-,False,
all_tissues,cg04884579,EPHA1,False,
all_tissues,cg04884612,HLA-L,False,
all_tissues,cg04885574,SLC22A11,False,
all_tissues,cg04886783,TMEM52,False,
all_tissues,cg04887278,PGM3;RWDD2A,False,
all_tissues,cg04889221,CCDC37,False,
all_tissues,cg04896949,RAB42,False,
all_tissues,cg04913250,PRKG1,False,
all_tissues,cg04919592,IQCE,False,
all_tissues,cg04921771,TRIT1,False,
all_tissues,cg04929355,IL18,False,
all_tissues,cg04932340,-,False,
all_tissues,cg04938107,ENPP7,False,
all_tissues,cg04948284,LTBP3,False,
all_tissues,cg04949225,-,False,
all_tissues,cg04961225,-,False,
all_tissues,cg04966972,KCNK15,False,
all_tissues,cg04979811,-,False,
all_tissues,cg04982834,EVI5,False,
all_tissues,cg04983687,ZFPM1,False,
all_tissues,cg04986616,C11orf95,False,
all_tissues,cg04988729,PHRF1,False,
all_tissues,cg04991639,-,False,
all_tissues,cg04998447,PLIN1,False,
all_tissues,cg05003322,COL16A1,False,
all_tissues,cg05004855,CAMK2A,False,
all_tissues,cg05005217,CDCA2,False,
all_tissues,cg05014103,SPERT,False,
all_tissues,cg05021896,TRIM9,False,
all_tissues,cg05037033,-,False,
all_tissues,cg05044994,LPP;FLJ42393,False,
all_tissues,cg05051799,-,False,
all_tissues,cg05057352,XYLT1,False,
all_tissues,cg05061107,SF1,False,
all_tissues,cg05072552,CFL1,False,
all_tissues,cg05076697,-,False,
all_tissues,cg05078091,APLP2,False,
all_tissues,cg05089897,DYRK1A,False,
all_tissues,cg05096777,SUFU,False,
all_tissues,cg05115375,FMN1,False,
all_tissues,cg05136531,THUMPD2,False,
all_tissues,cg05140806,SHH,False,
all_tissues,cg05141059,ACAP2,False,
all_tissues,cg05141234,RGL2,False,
all_tissues,cg05142520,WNT10B,False,
all_tissues,cg05143842,-,False,
all_tissues,cg05144635,SORCS2,False,
all_tissues,cg05144642,-,False,
all_tissues,cg05147578,PEX26,False,
all_tissues,cg05164540,-,False,
all_tissues,cg05164634,WNT10B,False,
all_tissues,cg05180856,FES,False,
all_tissues,cg05184016,ZNF862,False,
all_tissues,cg05209514,CPM,False,
all_tissues,cg05211267,-,False,
all_tissues,cg05215575,SEPT12;LOC440335,False,
all_tissues,cg05218678,-,False,
all_tissues,cg05233670,CORO1C,False,
all_tissues,cg05238530,POLR2E,False,
all_tissues,cg05240166,TMEM159;DNAH3,False,
all_tissues,cg05241461,ZNF492,False,
all_tissues,cg05248542,CCDC109B,False,
all_tissues,cg05262549,NMNAT2,False,
all_tissues,cg05265512,TGIF1,False,
all_tissues,cg05269258,-,False,
all_tissues,cg05281603,BTG4;C11orf88;MIR34C,False,
all_tissues,cg05287314,FAM110A,False,
all_tissues,cg05298510,USP10,False,
all_tissues,cg05300717,DKFZp761E198,False,
all_tissues,cg05303999,KCNB1,False,
all_tissues,cg05306109,ITPKB,False,
all_tissues,cg05310486,-,False,
all_tissues,cg05314024,LOC149134,False,
all_tissues,cg05316601,MMP26,False,
all_tissues,cg05322500,-,False,
all_tissues,cg05335975,JPH4,False,
all_tissues,cg05337019,SLC25A34,False,
all_tissues,cg05337636,RPTOR,False,
all_tissues,cg05341904,RIPK4,False,
all_tissues,cg05344747,CD59,False,
all_tissues,cg05357717,RTEL1,False,
all_tissues,cg05364307,-,False,
all_tissues,cg05368555,SUOX,False,
all_tissues,cg05369766,-,False,
all_tissues,cg05372753,-,False,
all_tissues,cg05373723,CLGN,False,
all_tissues,cg05389236,-,False,
all_tissues,cg05396425,C16orf5,False,
all_tissues,cg05398095,YOD1,False,
all_tissues,cg05398769,CASZ1,False,
all_tissues,cg05399785,WDR8,False,
all_tissues,cg05404792,MT1L,False,
all_tissues,cg05405094,-,False,
all_tissues,cg05419854,-,False,
all_tissues,cg05422796,ZFP161,False,
all_tissues,cg05422883,-,False,
all_tissues,cg05429117,-,False,
all_tissues,cg05434641,-,False,
all_tissues,cg05453411,-,False,
all_tissues,cg05454635,CYP11A1,False,
all_tissues,cg05461386,ZNF454,False,
all_tissues,cg05464506,-,False,
all_tissues,cg05465955,COASY,False,
all_tissues,cg05468064,-,False,
all_tissues,cg05471169,-,False,
all_tissues,cg05475440,NLK,False,
all_tissues,cg05477517,-,False,
all_tissues,cg05480350,MIR1205;PVT1,False,
all_tissues,cg05481452,BEST1,False,
all_tissues,cg05482306,LOC100286948;TIMD4,False,
all_tissues,cg05482942,-,False,
all_tissues,cg05485250,ADAMTS18,False,
all_tissues,cg05490924,LOC151534;LBX2,False,
all_tissues,cg05492442,MAPK4,False,
all_tissues,cg05494073,HSPA1L,False,
all_tissues,cg05499338,CMIP,False,
all_tissues,cg05501285,P4HA2,False,
all_tissues,cg05503887,EHF,False,
all_tissues,cg05524246,OLFML2B,False,
all_tissues,cg05525368,CDC20,False,
all_tissues,cg05527185,THBS4,False,
all_tissues,cg05527491,B3GNT9,False,
all_tissues,cg05552543,-,False,
all_tissues,cg05559643,TNIP3,False,
all_tissues,cg05560635,MSI2,False,
all_tissues,cg05585475,-,False,
all_tissues,cg05587627,DDX6,False,
all_tissues,cg05592035,CD300A,False,
all_tissues,cg05603258,ZNF532,False,
all_tissues,cg05607053,SOX6,False,
all_tissues,cg05608790,AUTS2,False,
all_tissues,cg05609091,UGT1A10;UGT1A6;UGT1A3;UGT1A8;UGT1A4;UGT1A9;UGT1A7;UGT1A5,False,
all_tissues,cg05612608,-,False,
all_tissues,cg05627557,-,False,
all_tissues,cg05627765,-,False,
all_tissues,cg05644480,APOC1,False,
all_tissues,cg05650674,CDH3,False,
all_tissues,cg05656180,KCNQ1DN,False,
all_tissues,cg05660681,ZNF611,False,
all_tissues,cg05668894,ZNF844,False,
all_tissues,cg05679403,RELL1,False,
all_tissues,cg05690260,SEL1L3,False,
all_tissues,cg05695762,-,False,
all_tissues,cg05702218,RABGAP1L,False,
all_tissues,cg05704183,-,False,
all_tissues,cg05706582,LFNG,False,
all_tissues,cg05711037,DGKD,False,
all_tissues,cg05712295,CTBP1,False,
all_tissues,cg05714496,INPP5A,False,
all_tissues,cg05715138,ALOX15,False,
all_tissues,cg05716350,-,False,
all_tissues,cg05718255,HMOX1,False,
all_tissues,cg05720226,ST7;ST7OT2,False,
all_tissues,cg05729490,-,False,
all_tissues,cg05736236,EPHA4,False,
all_tissues,cg05736642,HTT,False,
all_tissues,cg05744264,COX4NB,False,
all_tissues,cg05773628,NCKAP1,False,
all_tissues,cg05779272,B4GALT1,False,
all_tissues,cg05780883,-,False,
all_tissues,cg05784157,KLHL14,False,
all_tissues,cg05801246,CPXM2,False,
all_tissues,cg05803296,ATXN7L1,False,
all_tissues,cg05815419,PYROXD2,False,
all_tissues,cg05816398,-,False,
all_tissues,cg05821186,LOC100130872;LOC100130872-SPON2,False,
all_tissues,cg05828925,FLJ14107;BIN3,False,
all_tissues,cg05829145,NCRNA00051,False,
all_tissues,cg05832593,OTP,False,
all_tissues,cg05844895,CBFA2T3,False,
all_tissues,cg05850870,-,False,
all_tissues,cg05856677,-,False,
all_tissues,cg05864261,ABCG8;ABCG5,False,
all_tissues,cg05867750,-,False,
all_tissues,cg05878630,HDDC3;UNC45A,False,
all_tissues,cg05885668,-,False,
all_tissues,cg05890855,-,False,
all_tissues,cg05892024,PDGFA,False,
all_tissues,cg05892425,-,False,
all_tissues,cg05904218,SCAF1,False,
all_tissues,cg05907835,PYCARD,False,
all_tissues,cg05915981,AKAP7,False,
all_tissues,cg05916684,-,False,
all_tissues,cg05917419,ZNF608,False,
all_tissues,cg05923914,DKFZp779M0652,False,
all_tissues,cg05924583,TP73,False,
all_tissues,cg05929019,LAMC2,False,
all_tissues,cg05931265,UBASH3B,False,
all_tissues,cg05931439,MMP14,False,
all_tissues,cg05936004,ATP2C1,False,
all_tissues,cg05939041,ITPK1,False,
all_tissues,cg05950943,NTN3,False,
all_tissues,cg05951558,ECE2,False,
all_tissues,cg05958050,MT1G;MT1H,False,
all_tissues,cg05965490,RBPMS,False,
all_tissues,cg05966431,CAMTA1,False,
all_tissues,cg05970033,-,False,
all_tissues,cg05972889,-,False,
all_tissues,cg05973262,NOTCH4,False,
all_tissues,cg05983231,-,False,
all_tissues,cg05989054,GAMT,False,
all_tissues,cg05990312,-,False,
all_tissues,cg05997362,LYN,False,
all_tissues,cg06005891,FOXF2,False,
all_tissues,cg06009042,ANXA6,False,
all_tissues,cg06033659,COL9A3,False,
all_tissues,cg06039392,MTNR1A,False,
all_tissues,cg06040872,CCL18,False,
all_tissues,cg06041805,-,False,
all_tissues,cg06048750,KLF6,False,
all_tissues,cg06061966,DGKZ,False,
all_tissues,cg06062940,PNPLA5,False,
all_tissues,cg06065608,PACRG;PARK2,False,
all_tissues,cg06070625,MITF,False,
all_tissues,cg06080874,-,False,
all_tissues,cg06086731,-,False,
all_tissues,cg06087932,METTL7B,False,
all_tissues,cg06093525,-,False,
all_tissues,cg06095115,CLEC3A,False,
all_tissues,cg06100756,-,False,
all_tissues,cg06128123,FLJ22536,False,
all_tissues,cg06133110,SCRN1,False,
all_tissues,cg06147361,SOX5,False,
all_tissues,cg06148118,LMO2,False,
all_tissues,cg06151744,P2RX5,False,
all_tissues,cg06154159,-,False,
all_tissues,cg06154903,EHD1,False,
all_tissues,cg06160397,LFNG,False,
all_tissues,cg06177967,FAM46B,False,
all_tissues,cg06178179,CA7,False,
all_tissues,cg06181567,NOD2,False,
all_tissues,cg06188083,IFIT3,False,
all_tissues,cg06190082,-,False,
all_tissues,cg06221712,-,False,
all_tissues,cg06224893,DNMT3A,False,
all_tissues,cg06230847,TRIM39,False,
all_tissues,cg06240200,CCDC12,False,
all_tissues,cg06241901,TTBK1,False,
all_tissues,cg06252276,-,False,
all_tissues,cg06270401,DYRK4,False,
all_tissues,cg06280965,-,False,
all_tissues,cg06281680,-,False,
all_tissues,cg06297145,NFXL1,False,
all_tissues,cg06315149,PRKCZ,False,
all_tissues,cg06329392,-,False,
all_tissues,cg06330618,FES,False,
all_tissues,cg06337592,OR5H2,False,
all_tissues,cg06345856,LAMA4,False,
all_tissues,cg06362052,-,False,
all_tissues,cg06366107,ZBTB7B,False,
all_tissues,cg06373377,CDC20,False,
all_tissues,cg06373816,RIMBP2,False,
all_tissues,cg06380199,PRDM16,False,
all_tissues,cg06385583,-,False,
all_tissues,cg06389444,HRNBP3,False,
all_tissues,cg06391412,FOXP1,False,
all_tissues,cg06392753,IL1R1,False,
all_tissues,cg06394874,ZNF257,False,
all_tissues,cg06400319,SPRR2B,False,
all_tissues,cg06409176,SLC8A2,False,
all_tissues,cg06410591,TRIP10,False,
all_tissues,cg06411578,NFE2,False,
all_tissues,cg06413794,AACS,False,
all_tissues,cg06415153,PITPNM2,False,
all_tissues,cg06416221,ORAOV1,False,
all_tissues,cg06416733,-,False,
all_tissues,cg06421614,DLG4,False,
all_tissues,cg06430465,LMF1,False,
all_tissues,cg06432036,DLL1,False,
all_tissues,cg06433023,NR2E1,False,
all_tissues,cg06434428,HAPLN1,False,
all_tissues,cg06441106,TUFT1,False,
all_tissues,cg06453241,-,False,
all_tissues,cg06454226,NDC80;METTL4,False,
all_tissues,cg06471905,ADAM11,False,
all_tissues,cg06480353,-,False,
all_tissues,cg06483820,AKAP1,False,
all_tissues,cg06484274,XRN1,False,
all_tissues,cg06495615,ARID3A,False,
all_tissues,cg06503456,ABCC1,False,
all_tissues,cg06512350,MED12L,False,
all_tissues,cg06517181,KNDC1,False,
all_tissues,cg06518387,-,False,
all_tissues,cg06520307,KRBA1,False,
all_tissues,cg06520331,LOC100188947;HECTD2,False,
all_tissues,cg06521544,ARHGEF3,False,
all_tissues,cg06524531,-,False,
all_tissues,cg06526872,ARTN,False,
all_tissues,cg06527100,TBCK,False,
all_tissues,cg06528737,USP6NL,False,
all_tissues,cg06542681,VAC14,False,
all_tissues,cg06547175,-,False,
all_tissues,cg06556702,GEFT,False,
all_tissues,cg06558622,ZNF862,False,
all_tissues,cg06559756,PITPNC1,False,
all_tissues,cg06560887,LMO2,False,
all_tissues,cg06563229,VIPR2,False,
all_tissues,cg06566034,-,False,
all_tissues,cg06572160,KCNC3,False,
all_tissues,cg06575572,FAM118A,False,
all_tissues,cg06593447,-,False,
all_tissues,cg06597413,-,False,
all_tissues,cg06609866,-,False,
all_tissues,cg06617692,GNA14,False,
all_tissues,cg06620016,-,False,
all_tissues,cg06621126,HSF4,False,
all_tissues,cg06633463,-,False,
all_tissues,cg06633615,-,False,
all_tissues,cg06647693,ZFPM1,False,
all_tissues,cg06647928,-,False,
all_tissues,cg06648780,ALCAM,False,
all_tissues,cg06660522,-,False,
all_tissues,cg06669226,-,False,
all_tissues,cg06672250,EPB49,False,
all_tissues,cg06672737,CPLX1,False,
all_tissues,cg06673130,CPLX1,False,
all_tissues,cg06678678,-,False,
all_tissues,cg06678890,DOT1L,False,
all_tissues,cg06694734,-,False,
all_tissues,cg06698575,-,False,
all_tissues,cg06699461,EBF3,False,
all_tissues,cg06700146,BCL6B,False,
all_tissues,cg06703573,UBE2I,False,
all_tissues,cg06705237,FBP1,False,
all_tissues,cg06709297,C2orf48,False,
all_tissues,cg06710259,-,False,
all_tissues,cg06712053,MSLNL,False,
all_tissues,cg06721473,HYAL2,False,
all_tissues,cg06721601,CUX1,False,
all_tissues,cg06725287,FOXK2,False,
all_tissues,cg06735218,OR51E1,False,
all_tissues,cg06737981,BCR,False,
all_tissues,cg06741803,NSUN4,False,
all_tissues,cg06745030,B3GNT7,False,
all_tissues,cg06746096,-,False,
all_tissues,cg06753684,-,False,
all_tissues,cg06755448,ZNF276,False,
all_tissues,cg06756385,EVL,False,
all_tissues,cg06758644,VPS13D,False,
all_tissues,cg06759971,KIAA0513,False,
all_tissues,cg06768010,LOC151534;LBX2,False,
all_tissues,cg06769231,MIR2117,False,
all_tissues,cg06781209,FADS2,False,
all_tissues,cg06781608,PTPRN2,False,
all_tissues,cg06787912,C21orf82,False,
all_tissues,cg06789445,MITF,False,
all_tissues,cg06792126,-,False,
all_tissues,cg06793505,ACADS,False,
all_tissues,cg06795741,MIR645,False,
all_tissues,cg06797389,PATL2,False,
all_tissues,cg06800840,OASL,False,
all_tissues,cg06816239,SELL,False,
all_tissues,cg06835018,-,False,
all_tissues,cg06845438,ZNF662,False,
all_tissues,cg06846010,MT1L,False,
all_tissues,cg06849477,PRR5,False,
all_tissues,cg06850442,HOTAIR,False,
all_tissues,cg06850687,-,False,
all_tissues,cg06850996,RAPGEF3,False,
all_tissues,cg06854197,-,False,
all_tissues,cg06858186,-,False,
all_tissues,cg06861426,SQSTM1,False,
all_tissues,cg06871974,TNS3,False,
all_tissues,cg06872138,ETF1,False,
all_tissues,cg06879822,DEDD2,False,
all_tissues,cg06889756,PRKD2,False,
all_tissues,cg06891006,WDR1,False,
all_tissues,cg06892898,ELMO1,False,
all_tissues,cg06898463,PBLD,False,
all_tissues,cg06913337,ZFPM1,False,
all_tissues,cg06928993,BCAT2,False,
all_tissues,cg06930433,GLG1,False,
all_tissues,cg06934572,ASAP2,False,
all_tissues,cg06935356,XYLT1,False,
all_tissues,cg06937939,-,False,
all_tissues,cg06954761,ITPR3,False,
all_tissues,cg06968912,PTRF,False,
all_tissues,cg06972911,FAM59A,False,
all_tissues,cg06974175,ART5,False,
all_tissues,cg06974662,-,False,
all_tissues,cg06975018,ARG1,False,
all_tissues,cg06983322,RHBDL1,False,
all_tissues,cg06996273,TP73,False,
all_tissues,cg07006853,ZNF395,False,
all_tissues,cg07007118,CXCR7,False,
all_tissues,cg07007621,C16orf55;CHMP1A,False,
all_tissues,cg07011163,SLC16A11,False,
all_tissues,cg07013698,-,False,
all_tissues,cg07017869,-,False,
all_tissues,cg07025593,-,False,
all_tissues,cg07028869,DNAJC22,False,
all_tissues,cg07033722,PPT1,False,
all_tissues,cg07033876,-,False,
all_tissues,cg07037374,-,False,
all_tissues,cg07040604,-,False,
all_tissues,cg07044938,-,False,
all_tissues,cg07046030,-,False,
all_tissues,cg07052231,PEX5,False,
all_tissues,cg07058694,ATXN2,False,
all_tissues,cg07060074,SUOX,False,
all_tissues,cg07060204,MYT1L,False,
all_tissues,cg07064720,-,False,
all_tissues,cg07080231,-,False,
all_tissues,cg07081759,FAM53B,False,
all_tissues,cg07085167,FBXO34,False,
all_tissues,cg07096238,-,False,
all_tissues,cg07099827,SYNGR3,False,
all_tissues,cg07100508,SEMA6A,False,
all_tissues,cg07102397,FOXN3,False,
all_tissues,cg07104919,C11orf49,False,
all_tissues,cg07110010,HEATR2,False,
all_tissues,cg07136133,PRR5L,False,
all_tissues,cg07137606,PLD5,False,
all_tissues,cg07145284,CD248,False,
all_tissues,cg07145598,IQCH,False,
all_tissues,cg07148591,MIR548H4;GLCE,False,
all_tissues,cg07156824,RAB35,False,
all_tissues,cg07159230,CASZ1,False,
all_tissues,cg07167946,IRX4,False,
all_tissues,cg07177867,LYSMD2,False,
all_tissues,cg07181374,PLEKHG5,False,
all_tissues,cg07184013,MIR148A,False,
all_tissues,cg07185119,EHD3,False,
all_tissues,cg07192734,ACSF3,False,
all_tissues,cg07197230,CECR2,False,
all_tissues,cg07211476,-,False,
all_tissues,cg07216436,-,False,
all_tissues,cg07217954,C7orf50,False,
all_tissues,cg07236781,RUNX3,False,
all_tissues,cg07241925,MAEA,False,
all_tissues,cg07243930,TRPC2,False,
all_tissues,cg07249730,MSI2,False,
all_tissues,cg07258167,QDPR,False,
